대분류,시도,중분류,시군구,소분류,읍면동,영문표기,한자 표기,비고
21,부산광역시,21050,부산진구,21050640,부암1동,Buam 1(il)-dong,釜岩1洞,2105064
21,부산광역시,21050,부산진구,21050660,부암3동,Buam 3(sam)-dong,釜岩3洞,2105066
21,부산광역시,21050,부산진구,21050800,당감제1동,Danggam 1(il)-dong,堂甘1洞,2105080
21,부산광역시,21050,부산진구,21050680,당감2동,Danggam 2(i)-dong,堂甘2洞,2105068
21,부산광역시,21050,부산진구,21050700,당감4동,Danggam 4(sa)-dong,堂甘4洞,2105070
21,부산광역시,21050,부산진구,21050810,가야제1동,Gaya 1(il)-dong,伽倻1洞,2105081
21,부산광역시,21050,부산진구,21050720,가야2동,Gaya 2(i)-dong,伽倻2洞,2105072
21,부산광역시,21050,부산진구,21050740,개금1동,Gaegeum 1(il)-dong,開琴1洞,2105074
21,부산광역시,21050,부산진구,21050750,개금2동,Gaegeum 2(i)-dong,開琴2洞,2105075
21,부산광역시,21050,부산진구,21050760,개금3동,Gaegeum 3(sam)-dong,開琴3洞,2105076
21,부산광역시,21050,부산진구,21050770,범천1동,Beomcheon 1(il)-dong,凡川1洞,2105077
21,부산광역시,21050,부산진구,21050840,범천2동,Beomcheon 2(i)-dong,凡川2洞,2105084
21,부산광역시,21060,동래구,21060510,수민동,Sumin-dong,壽民洞,2106051
21,부산광역시,21060,동래구,21060520,복산동,Boksan-dong,福山洞,2106052
21,부산광역시,21060,동래구,21060650,명륜동,Myeongnyun-dong,明倫洞,2106065
21,부산광역시,21060,동래구,21060550,온천1동,Oncheon 1(il)-dong,溫泉1洞,2106055
